doc_id,source_path,doc_type,file_format,file_size_bytes,image_width,image_height,dpi,quality_score,has_blur,vendor,timestamp,checksum,quality_bin
doc_000031,data/raw/dataset1/train/receipt/1167-receipt_jpg.rf.aa35f6cb19b3690e3f1af3468fb3aa83.jpg,invoice,jpg,19562,416,416,300,0.2429329866138035,False,,2025-10-27T19:59:47.065674,c18d036aadf669bce785eec906ffa568,low
doc_000032,data/raw/dataset1/train/receipt/1081-receipt_jpg.rf.04bd4fa8e7be04c7aa5232292966a8c1.jpg,invoice,jpg,12939,416,416,300,0.0845995015016161,True,,2025-10-27T19:59:47.081014,4e56f1ea56815f28a89e15f7269dbe53,low
doc_000033,data/raw/dataset1/train/receipt/1147-receipt_jpg.rf.56d18deedeb0d60be7882f4e52ed0572.jpg,invoice,jpg,28270,416,416,300,0.880652873386376,False,,2025-10-27T19:59:47.095995,be6a2a78d8abf7f194f5a3e00252b490,high
doc_000034,data/raw/dataset1/train/receipt/1108-receipt_jpg.rf.bd7c491b6f5077acdbdf45f531d7b9b3.jpg,invoice,jpg,16280,416,416,300,0.1629948624696081,False,,2025-10-27T19:59:47.110100,49c316db277c1a9cd58a483500084f13,low
doc_000035,data/raw/dataset1/train/receipt/geek77_jpg.rf.61d99e333ca410cfcb2075fd29279902.jpg,invoice,jpg,105068,732,878,300,1.0,False,,2025-10-27T19:59:47.147070,a6099b91966a866748cdf68c093c183c,high
doc_000036,data/raw/dataset1/train/receipt/1159-receipt_jpg.rf.ebc5c16a2939302b71ed299e8969c0c7.jpg,invoice,jpg,17795,416,416,300,0.3425023976146312,False,,2025-10-27T19:59:47.160506,9f539f6130ae18dade0ca23a8ae49661,low
doc_000037,data/raw/dataset1/train/receipt/1052-receipt_jpg.rf.9b84b927c5e03cba8068e23d17c44ce8.jpg,invoice,jpg,17831,416,416,300,0.14573498390213516,False,,2025-10-27T19:59:47.174139,ac86a924098e5f20ae9dd25db3d7aa71,low
doc_000038,data/raw/dataset1/train/receipt/45_jpg.rf.7a31b5f5fb9ca65f6ae61c7cd8cc2e92.jpg,invoice,jpg,218388,1068,1907,300,0.3570129611941964,False,,2025-10-27T19:59:47.288451,85e61893dded61611802f37b139d0ed2,medium
doc_000039,data/raw/dataset1/train/receipt/1181-receipt_jpg.rf.dfc86d314cc0ae2a361ef70b02e480d1.jpg,invoice,jpg,18996,416,416,300,0.20698531583886381,False,,2025-10-27T19:59:47.310443,1e8eb72d8f6a43c40f3d2beda5b35706,low
doc_000040,data/raw/dataset1/train/receipt/1195-receipt_jpg.rf.4729beee27f6a3524c9f7f46ff9e097a.jpg,invoice,jpg,20628,416,416,300,0.3447993793838152,False,,2025-10-27T19:59:47.324140,b29228935c924af29c2bdad94151f64d,low
doc_000041,data/raw/dataset1/train/receipt/103_jpg.rf.40b10d20292b81ee44b2bead65e8131d.jpg,invoice,jpg,17679,214,450,300,1.0,False,,2025-10-27T19:59:47.333950,69975879a7fe2b311a46be562a4ff000,high
doc_000042,data/raw/dataset1/train/receipt/132_jpg.rf.5111cdf970589de2c0eede7550dc9448.jpg,invoice,jpg,20688,328,451,300,0.5798904656994527,False,,2025-10-27T19:59:47.347046,5c1d1ba8a42976fa76cfdd89dbce55b0,medium
doc_000043,data/raw/dataset1/train/receipt/1092-receipt_jpg.rf.5c670544c19dec229c90f42d7319a36f.jpg,invoice,jpg,16398,416,416,300,0.08981076429788525,True,,2025-10-27T19:59:47.360154,844a9e4bde1fe031b1aaa475ca4f8226,low
doc_000044,data/raw/dataset1/train/receipt/91_jpg.rf.49cd61fe2079417bcd13c1611c680a8e.jpg,invoice,jpg,61638,317,1280,300,1.0,False,,2025-10-27T19:59:47.390329,09dd7b03b6c01bd0356594e9a0169d2f,high
doc_000045,data/raw/dataset1/train/receipt/1051-receipt_jpg.rf.006cad29e9e71e51fdc750cc913c4897.jpg,invoice,jpg,20681,416,416,300,0.33938296264301704,False,,2025-10-27T19:59:47.403740,c1162759fb4e06d0ee5250fddd095eff,low
doc_000046,data/raw/dataset1/train/receipt/1060-receipt_jpg.rf.19020e37344199d736cacf077d22a837.jpg,invoice,jpg,16354,416,416,300,0.24415151908994454,False,,2025-10-27T19:59:47.416776,964148b3e51a999a3980ebdf1a0a30d1,low
doc_000047,data/raw/dataset1/train/receipt/1_png_jpg.rf.64e6868f57ed73ac8a1db9fa9324ad10.jpg,invoice,jpg,52692,548,721,300,0.4972063463392631,False,,2025-10-27T19:59:47.441594,ed2f2ea0706e3909983b794bcf1473f6,medium
doc_000048,data/raw/dataset1/train/receipt/1045-receipt_jpg.rf.87fc740e57c798f3804631420c36f248.jpg,invoice,jpg,18510,416,416,300,0.12897860646704484,False,,2025-10-27T19:59:47.454687,88acb53214e7f85c1d867c1ec786ee88,low
doc_000049,data/raw/dataset1/train/receipt/1026-receipt_jpg.rf.befa6435e1efd662a87e432dc13665ac.jpg,invoice,jpg,19985,416,416,300,0.1542649200750388,False,,2025-10-27T19:59:47.467792,f208d769e98420472ffe06e8fa7ffa39,low
doc_000050,data/raw/dataset1/train/receipt/39_jpg.rf.3ff2b55adceae286721e1b4173eaf934.jpg,invoice,jpg,22615,272,450,300,1.0,False,,2025-10-27T19:59:47.479597,d1cb2d73d964b7ae85c592b86e5f2e76,high
doc_000051,data/raw/dataset1/train/receipt/1103-receipt_jpg.rf.fe9030f979e6cc17f4df1df12d9dff0d.jpg,invoice,jpg,20320,416,416,300,0.3505800126304038,False,,2025-10-27T19:59:47.493080,893f6ce05cbf0153349c442b0e365045,low
doc_000052,data/raw/dataset1/train/receipt/geek98_jpg.rf.42f80c77cf73db5b15b918e7c0bd184e.jpg,invoice,jpg,103182,1240,1755,300,0.724880538789588,False,,2025-10-27T19:59:47.630295,620fb30e3f8bb3d8aff6403f6291a725,high
doc_000053,data/raw/dataset1/train/receipt/1039-receipt_jpg.rf.4df405deb1f1c2e43fe41a14faa26a38.jpg,invoice,jpg,15314,416,416,300,0.14247860037052126,False,,2025-10-27T19:59:47.644390,ae07591e272d53230e6d7f6aa90ad091,low
doc_000054,data/raw/dataset1/train/receipt/1053-receipt_jpg.rf.b22d602ea7739930f67adff8c65184ad.jpg,invoice,jpg,22573,416,416,300,0.23825232439741342,False,,2025-10-27T19:59:47.658088,70841bd1710d42d48274c7154c736e83,low
doc_000055,data/raw/dataset1/train/receipt/41_jpg.rf.ab74f1d8413839a3364f2f83151de1d9.jpg,invoice,jpg,65438,572,634,300,1.0,False,,2025-10-27T19:59:47.686909,d6ea57ca25d8ad00b91113b69d6b82cd,high
doc_000056,data/raw/dataset1/train/receipt/1125-receipt_jpg.rf.093f055bf52d6e6cf2d14074af964293.jpg,invoice,jpg,15069,416,416,300,0.1396772189537169,False,,2025-10-27T19:59:47.709136,0e625f5a8befedb9bc135067c664936a,low
doc_000057,data/raw/dataset1/train/receipt/11_jpeg_jpg.rf.cd2130f5a6f7085d4972d4f5628d25a7.jpg,invoice,jpg,32821,268,554,300,1.0,False,,2025-10-27T19:59:47.724402,a631b30f2ba0622d7d695884c55b84b5,high
doc_000058,data/raw/dataset1/train/receipt/1083-receipt_jpg.rf.1f578b430c2ef4a7d162361ed03b6ea5.jpg,invoice,jpg,22817,416,416,300,0.3973657193567058,False,,2025-10-27T19:59:47.738087,4585cbb0ea1e324d94d9e7376bcb687e,medium
doc_000059,data/raw/dataset1/train/receipt/1052-receipt_jpg.rf.1910f0c6e4d09a93f676145d839bbff6.jpg,invoice,jpg,18738,416,416,300,0.15955408531792806,False,,2025-10-27T19:59:47.756193,1607a69fe1e0aa8f1b2632c56390757e,low
doc_000060,data/raw/dataset1/train/receipt/geek31_jpg.rf.ffce72b72b3a3788ab693b6606a25765.jpg,invoice,jpg,130656,1240,1755,300,0.8374044807732202,False,,2025-10-27T19:59:47.913890,776c58d4b3a8ff16f483f16ae9249d1b,high
doc_000061,data/raw/dataset1/train/receipt/1110-receipt_jpg.rf.9607f1fea831fc25c9ee10489efd3932.jpg,invoice,jpg,20947,416,416,300,0.23647777272736614,False,,2025-10-27T19:59:47.930030,192a33e94f2f02c99132c226c1a7477d,low
doc_000062,data/raw/dataset1/train/receipt/1190-receipt_jpg.rf.49803a052ccc79d9d7a310abe5f81f21.jpg,invoice,jpg,17727,416,416,300,0.16460673997846373,False,,2025-10-27T19:59:47.945912,d089003cb3ba24481ba165a02ae20665,low
doc_000063,data/raw/dataset1/train/receipt/1128-receipt_jpg.rf.69697a3013ddd43ffe381afe09058c6d.jpg,invoice,jpg,23243,416,416,300,0.652842607825599,False,,2025-10-27T19:59:47.963898,b066ae366aab4f8744f76231c783cb22,medium
doc_000064,data/raw/dataset1/train/receipt/1054-receipt_jpg.rf.4b3de0d3922a7bd95f754f4591e497e7.jpg,invoice,jpg,20471,416,416,300,0.4801326659918707,False,,2025-10-27T19:59:47.979528,4bc95b43018278af1161a5dae1c0a3bc,medium
doc_000065,data/raw/dataset1/train/receipt/1144-receipt_jpg.rf.335560434cec643a9135bcd6ff4b2707.jpg,invoice,jpg,15240,416,416,300,0.21499167741216085,False,,2025-10-27T19:59:47.994394,97e2606112504f9b05590eb4dea63a4e,low
doc_000066,data/raw/dataset1/train/receipt/3F0A7E87-1182-42EE-B4EF-88C4B2C0F112_jpg.rf.7650cc6a4d6fd40b6231fb2119c1fea0.jpg,invoice,jpg,79467,800,800,300,0.9556118214446068,False,,2025-10-27T19:59:48.054150,db7b58ea0c802c3c1ff79c3b67280a07,high
doc_000067,data/raw/dataset1/train/receipt/1042-receipt_jpg.rf.4c9536a4a0aa23a6b16eddf7cda6b79e.jpg,invoice,jpg,21042,416,416,300,0.4754624298834041,False,,2025-10-27T19:59:48.073158,297e926be0bf68fabfdbcd595c5a0d2f,medium
doc_000068,data/raw/dataset1/train/receipt/1025-receipt_jpg.rf.6a0489af7f682cc25016b46980d04bce.jpg,invoice,jpg,19689,416,416,300,0.39593906327391837,False,,2025-10-27T19:59:48.091807,3a5489693ee6f78c7566e2c6cc128823,medium
doc_000069,data/raw/dataset1/train/receipt/1069-receipt_jpg.rf.05e3bd22eceb98ed2c6a1647f9ebeb20.jpg,invoice,jpg,27082,416,416,300,0.274460245280501,False,,2025-10-27T19:59:48.107552,e1613d6b468fb03bc1ebf169b1a73e5d,low
doc_000070,data/raw/dataset1/train/receipt/IMG_9634_jpeg_jpg.rf.70a2b2a09bc33319e52d991aa90d8a01.jpg,invoice,jpg,75938,800,800,300,0.3393567601581421,False,,2025-10-27T19:59:48.148945,aa43e6671d0e49fe8961fd7631c208a5,low
doc_000071,data/raw/dataset1/train/receipt/1012-receipt_jpg.rf.5cf39dc2efcc75139044f2b14f4ca4a2.jpg,invoice,jpg,14943,416,416,300,0.45679899896389503,False,,2025-10-27T19:59:48.163698,66a03302d329881be7d0b89cee92899b,medium
doc_000072,data/raw/dataset1/train/receipt/1019-receipt_jpg.rf.086ccd5f8ee0ad7f282fa2d752dd579a.jpg,invoice,jpg,19450,416,416,300,0.18534614633189073,False,,2025-10-27T19:59:48.178815,82f417cd7cfca9c1854375d75905afee,low
doc_000073,data/raw/dataset1/train/receipt/1158-receipt_jpg.rf.83ae252ddc07ccc8d712b735fa542374.jpg,invoice,jpg,21674,416,416,300,0.4493131347639356,False,,2025-10-27T19:59:48.194871,4845553b5d4af31e64c3e135637c293f,medium
doc_000074,data/raw/dataset1/train/receipt/1008-receipt_jpg.rf.34f11f73cec00d72a4fb002fbb472fd1.jpg,invoice,jpg,18683,416,416,300,0.3778840447857217,False,,2025-10-27T19:59:48.211074,187a423d9f8b21b1a8ea27a5b7043a3f,medium
doc_000075,data/raw/dataset1/train/receipt/98_jpg.rf.3cf290d2c838ab7a3542bbb3c163f2fa.jpg,invoice,jpg,169670,758,2048,300,0.2988194381457362,False,,2025-10-27T19:59:48.334262,570e456618634743fca83671c5e388d3,low
doc_000076,data/raw/dataset1/train/receipt/49_jpg.rf.5c398ae4f2e36f283a8272fd7a92b4a6.jpg,invoice,jpg,154502,832,2048,300,0.22995645564872738,False,,2025-10-27T19:59:48.525435,b3874be9a5fa2fe66890e893fa3a9428,low
doc_000077,data/raw/dataset1/train/receipt/1074-receipt_jpg.rf.7493095f8059266488d033dc02413e1f.jpg,invoice,jpg,20508,416,416,300,0.3005244564850631,False,,2025-10-27T19:59:48.542195,a4ddbff5186c35858d4ec333db97af22,low
doc_000078,data/raw/dataset1/train/receipt/geek1_jpg.rf.cd159cf12832b2d41da09cd8e357f0e1.jpg,invoice,jpg,78097,721,827,300,1.0,False,,2025-10-27T19:59:48.590410,ee7e41253703f4c6d45fdf3e8867cbbd,high
doc_000079,data/raw/dataset1/train/receipt/geek66_jpg.rf.afc2140042387252ca6f4e90cba0de31.jpg,invoice,jpg,143378,724,2048,300,1.0,False,,2025-10-27T19:59:48.730548,4a679aef04c8fd0878c2fafddc7716b1,high
doc_000080,data/raw/dataset1/train/receipt/1120-receipt_jpg.rf.ba7278662053218c59ef93bd1c7eb844.jpg,invoice,jpg,17141,416,416,300,0.31302409588511365,False,,2025-10-27T19:59:48.773762,fa9ed50bf54d409aa8278b41cca07470,low
doc_000081,data/raw/dataset1/train/receipt/1119-receipt_jpg.rf.4f4f2a971b888cae62a79c0e60e0dbd4.jpg,invoice,jpg,21220,416,416,300,0.24755226446185596,False,,2025-10-27T19:59:48.792109,8890eb8fc37206da0bec74a4b416b355,low
doc_000082,data/raw/dataset1/train/receipt/44_png_jpg.rf.ca87771441d91886f290828fa9c98209.jpg,invoice,jpg,60514,546,815,300,0.501045355395725,False,,2025-10-27T19:59:48.844814,7ab861f074767a3dccfed34f89f33c9c,medium
doc_000083,data/raw/dataset1/train/receipt/1197-receipt_jpg.rf.1c4dbe3bea1a1278159abf5a64c1f323.jpg,invoice,jpg,20517,416,416,300,0.40099918603928814,False,,2025-10-27T19:59:48.859831,6425d1894fcd556afd5fc5cdcfd0518c,medium
doc_000084,data/raw/dataset1/train/receipt/geek27_jpg.rf.15fea743c4cd075c360d898a0f845397.jpg,invoice,jpg,195139,1241,1754,300,1.0,False,,2025-10-27T19:59:49.014110,7dd2aa27f7cfd7667bf184582384765a,high
doc_000085,data/raw/dataset1/train/receipt/1051-receipt_jpg.rf.f6ccef10662137f29aa9694532809b06.jpg,invoice,jpg,21953,416,416,300,0.3471368149304306,False,,2025-10-27T19:59:49.023705,6c723bb726cffb3ee5cfab6ce90a5c3f,low
doc_000086,data/raw/dataset1/train/receipt/1032-receipt_jpg.rf.656319266c2ffaf5a271b05e09d1f7cf.jpg,invoice,jpg,20627,416,416,300,0.6422371063579353,False,,2025-10-27T19:59:49.032759,a7b514b3597bc94928bbb88b2c362aea,medium
doc_000087,data/raw/dataset1/train/receipt/1104-receipt_jpg.rf.a5d6645b70ee5092dd28a1b46993618c.jpg,invoice,jpg,21561,416,416,300,0.5975423713059475,False,,2025-10-27T19:59:49.043151,3675b3362a8ee81e8165c30b9e64b868,medium
doc_000088,data/raw/dataset1/train/receipt/23_jpeg_jpg.rf.6d4084e7bd812602e91290936c9f9f1a.jpg,invoice,jpg,53687,627,1000,300,0.2648363121484068,False,,2025-10-27T19:59:49.069296,555063ee654a85c003cda8d8dec6f31e,low
doc_000089,data/raw/dataset1/train/receipt/1015-receipt_jpg.rf.bf3d17dc78f493c36504f7c62b8ba489.jpg,invoice,jpg,16001,416,416,300,0.08810665143888072,True,,2025-10-27T19:59:49.079266,45089b2bcfbe9d404ec831519af537e5,low
doc_000090,data/raw/dataset1/train/receipt/1004-receipt_jpg.rf.45ffc37f645bcf7a8bd6796513b97779.jpg,invoice,jpg,20154,416,416,300,0.5137054959670455,False,,2025-10-27T19:59:49.088755,399f7b19a8b1c0c030b4904567775bf2,medium
doc_000091,data/raw/dataset1/train/receipt/1093-receipt_jpg.rf.3100952e72c2c1a0b4f43cf9ea8f20f3.jpg,invoice,jpg,20182,416,416,300,0.6571310152815344,False,,2025-10-27T19:59:49.097632,0ece67ffc0b57d3d2d391ff27c51c1d5,medium
doc_000092,data/raw/dataset1/train/receipt/1023-receipt_jpg.rf.012d78f3cdc1b5f12aeab1168470d090.jpg,invoice,jpg,21724,416,416,300,0.3417973173312173,False,,2025-10-27T19:59:49.106756,6018d2c37beb4452c2e79252cb8f9f77,low
doc_000093,data/raw/dataset1/train/receipt/1071-receipt_jpg.rf.bd9e922260d98ef6768ca5872f5acc1c.jpg,invoice,jpg,14827,416,416,300,0.2000080189432259,False,,2025-10-27T19:59:49.115687,fd5313fd286386528a922798177a5aff,low
doc_000094,data/raw/dataset1/train/receipt/22_jpg.rf.87620a514b2f8869beb2079c58d00795.jpg,invoice,jpg,51431,560,948,300,0.34416558162085314,False,,2025-10-27T19:59:49.137293,db73984cf4b7ee2209b27ba48bc7a63d,low
doc_000095,data/raw/dataset1/train/receipt/1065-receipt_jpg.rf.a773e7113ea1e5f3ac2580b9a1724286.jpg,invoice,jpg,20913,416,416,300,0.336116739903022,False,,2025-10-27T19:59:49.153810,d93e101919f42382bc2e24f2c73d65b2,low
doc_000096,data/raw/dataset1/train/receipt/geek22_jpg.rf.7045fb16b94b7934077f0fe52c440b08.jpg,invoice,jpg,45244,697,861,300,0.52399837705235,False,,2025-10-27T19:59:49.189345,ffdd1bfbc4a44f416acee1cb308451f9,medium
doc_000097,data/raw/dataset1/train/receipt/IMG_8771_jpeg.rf.9b17cf5cbafeab4740e79b07e5ca3027.jpg,invoice,jpg,750291,3024,4032,300,0.03152860046982148,True,,2025-10-27T19:59:49.855416,b26441db05f508de4bc1eae46ca06a4d,low
doc_000098,data/raw/dataset1/train/receipt/1050-receipt_jpg.rf.90c20627e4a94db7c97aefaac400f785.jpg,invoice,jpg,20410,416,416,300,0.4061434320753217,False,,2025-10-27T19:59:49.890678,b9fb55e390dccb91a53d2cf2674d3136,medium
doc_000099,data/raw/dataset1/train/receipt/1097-receipt_jpg.rf.41b642ad76a5a59b6880672b97afb98d.jpg,invoice,jpg,23167,416,416,300,0.49240103048747524,False,,2025-10-27T19:59:49.911941,95940b6823bf8779768c443dc325707d,medium
doc_000100,data/raw/dataset1/train/receipt/1087-receipt_jpg.rf.865374c54bc592cb6bb823adeed98d88.jpg,invoice,jpg,18882,416,416,300,0.2727859174936017,False,,2025-10-27T19:59:49.931553,a55a7689bb9ba69c40af5ffc0ec1aaed,low
doc_000101,data/raw/dataset1/train/receipt/95_jpeg_jpg.rf.8b777fb185b2bf631c335dc576d35820.jpg,invoice,jpg,35465,411,481,300,1.0,False,,2025-10-27T19:59:49.950460,1e336489dba42d0747f78673a7309d95,high
doc_000102,data/raw/dataset1/train/receipt/1169-receipt_jpg.rf.6d6d39e65fdd1247be35350269cc7543.jpg,invoice,jpg,20346,416,416,300,0.22332597333360404,False,,2025-10-27T19:59:49.984194,3573b40ed42200d7053148086fc226b0,low
doc_000103,data/raw/dataset1/train/receipt/1176-receipt_jpg.rf.d1d170990858c1a2bd68a2f82857a004.jpg,invoice,jpg,13822,416,416,300,0.1923857385113078,False,,2025-10-27T19:59:50.014418,5b195914e48d6f31697915b1b2eec3c7,low
doc_000104,data/raw/dataset1/train/receipt/IMG_9505_jpeg_jpg.rf.38443519d9702e0b13c787549f2d4c89.jpg,invoice,jpg,76366,800,800,300,0.3860304030947046,False,,2025-10-27T19:59:50.105032,2ab003d55fb0f7369d685f1a2a7817ae,medium
doc_000105,data/raw/dataset1/train/receipt/1006-receipt_jpg.rf.cdcf91511974b7d5ed37b57c69cb30e4.jpg,invoice,jpg,20491,416,416,300,0.3856497153788403,False,,2025-10-27T19:59:50.114988,36fd74ca9e51e0c9a573db27fbb79c9b,medium
